Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Answered_Count,Resolved_Count,month
ID4087,Diane,2021-03-13,11:42:43,Payment related,Y,Y,13.0,00:04:33,3.0,1,1,March
ID4088,Greg,2021-03-13,11:42:43,Contract related,Y,N,28.0,00:00:59,3.0,1,0,March
ID4089,Dan,2021-03-13,13:42:14,Contract related,Y,Y,13.0,00:01:55,4.0,1,1,March
ID4090,Martha,2021-03-13,13:42:14,Streaming,Y,Y,100.0,00:01:13,3.0,1,1,March
ID4091,Jim,2021-03-13,14:13:55,Contract related,Y,Y,119.0,00:02:55,3.0,1,1,March
ID4092,Stewart,2021-03-13,14:13:55,Technical Support,N,N,,,,0,0,March
ID4093,Martha,2021-03-13,14:18:14,Technical Support,Y,Y,125.0,00:05:43,5.0,1,1,March
ID4094,Joe,2021-03-13,14:18:14,Streaming,N,N,,,,0,0,March
ID4095,Jim,2021-03-13,14:38:24,Technical Support,Y,N,88.0,00:01:47,4.0,1,0,March
ID4096,Becky,2021-03-13,14:38:24,Technical Support,Y,Y,71.0,00:00:34,4.0,1,1,March
ID4097,Dan,2021-03-13,14:41:17,Contract related,Y,Y,99.0,00:00:34,4.0,1,1,March
ID4098,Dan,2021-03-13,14:41:17,Admin Support,Y,Y,94.0,00:05:52,1.0,1,1,March
ID4099,Becky,2021-03-13,15:00:00,Admin Support,Y,Y,115.0,00:05:12,1.0,1,1,March
ID4100,Becky,2021-03-13,15:00:00,Contract related,Y,Y,36.0,00:05:11,5.0,1,1,March
ID4101,Stewart,2021-03-13,15:02:53,Payment related,Y,Y,72.0,00:03:52,3.0,1,1,March
ID4102,Becky,2021-03-13,15:02:53,Contract related,Y,Y,51.0,00:01:03,3.0,1,1,March
ID4103,Diane,2021-03-13,15:36:00,Admin Support,Y,Y,11.0,00:04:33,2.0,1,1,March
ID4104,Stewart,2021-03-13,15:36:00,Admin Support,Y,N,101.0,00:05:46,5.0,1,0,March
ID4105,Stewart,2021-03-13,15:38:53,Admin Support,Y,Y,119.0,00:05:37,3.0,1,1,March
ID4106,Diane,2021-03-13,15:38:53,Technical Support,Y,Y,64.0,00:02:37,3.0,1,1,March
ID4107,Martha,2021-03-13,15:44:38,Technical Support,Y,Y,12.0,00:04:10,3.0,1,1,March
ID4108,Greg,2021-03-13,15:44:38,Streaming,Y,Y,118.0,00:05:11,3.0,1,1,March
ID4109,Greg,2021-03-13,15:59:02,Payment related,Y,Y,107.0,00:02:31,2.0,1,1,March
ID4110,Martha,2021-03-13,15:59:02,Payment related,Y,Y,122.0,00:05:03,3.0,1,1,March
ID4111,Becky,2021-03-13,16:17:46,Payment related,Y,Y,41.0,00:03:41,4.0,1,1,March
ID4112,Becky,2021-03-13,16:17:46,Streaming,Y,Y,22.0,00:00:43,1.0,1,1,March
ID4113,Martha,2021-03-13,16:53:46,Technical Support,N,N,,,,0,0,March
ID4114,Martha,2021-03-13,16:53:46,Contract related,Y,Y,93.0,00:03:39,3.0,1,1,March
ID4115,Jim,2021-03-13,17:02:24,Admin Support,Y,Y,20.0,00:04:20,5.0,1,1,March
ID4116,Dan,2021-03-13,17:02:24,Contract related,Y,Y,90.0,00:04:05,4.0,1,1,March
ID4117,Becky,2021-03-13,17:24:00,Technical Support,Y,Y,107.0,00:06:33,3.0,1,1,March
ID4118,Jim,2021-03-13,17:24:00,Technical Support,N,N,,,,0,0,March
ID4119,Dan,2021-03-13,17:44:10,Contract related,Y,Y,38.0,00:05:43,3.0,1,1,March
ID4120,Joe,2021-03-13,17:44:10,Contract related,N,N,,,,0,0,March
ID4121,Becky,2021-03-14,09:00:00,Streaming,Y,Y,50.0,00:01:57,4.0,1,1,March
ID4122,Greg,2021-03-14,09:00:00,Admin Support,Y,Y,90.0,00:05:06,4.0,1,1,March
ID4123,Becky,2021-03-14,09:20:10,Admin Support,Y,Y,22.0,00:04:21,4.0,1,1,March
ID4124,Joe,2021-03-14,09:20:10,Admin Support,N,N,,,,0,0,March
ID4125,Martha,2021-03-14,09:57:36,Streaming,Y,Y,67.0,00:05:05,4.0,1,1,March
ID4126,Dan,2021-03-14,09:57:36,Contract related,Y,Y,89.0,00:06:20,3.0,1,1,March
ID4127,Becky,2021-03-14,10:07:41,Payment related,Y,Y,21.0,00:05:46,3.0,1,1,March
ID4128,Diane,2021-03-14,10:07:41,Contract related,Y,Y,34.0,00:01:04,4.0,1,1,March
ID4129,Diane,2021-03-14,10:09:07,Contract related,Y,Y,77.0,00:00:48,2.0,1,1,March
ID4130,Diane,2021-03-14,10:09:07,Admin Support,Y,Y,72.0,00:02:45,1.0,1,1,March
ID4131,Joe,2021-03-14,10:32:10,Streaming,Y,Y,83.0,00:02:01,3.0,1,1,March
ID4132,Jim,2021-03-14,10:32:10,Streaming,Y,Y,120.0,00:01:46,3.0,1,1,March
ID4133,Diane,2021-03-14,11:09:36,Contract related,Y,Y,82.0,00:04:16,5.0,1,1,March
ID4134,Martha,2021-03-14,11:09:36,Streaming,Y,Y,61.0,00:06:39,5.0,1,1,March
ID4135,Jim,2021-03-14,11:25:26,Contract related,Y,Y,69.0,00:02:39,2.0,1,1,March
ID4136,Jim,2021-03-14,11:25:26,Technical Support,Y,N,19.0,00:04:17,4.0,1,0,March
ID4137,Diane,2021-03-14,11:36:58,Technical Support,Y,Y,35.0,00:04:15,2.0,1,1,March
ID4138,Jim,2021-03-14,11:36:58,Payment related,N,N,,,,0,0,March
ID4139,Jim,2021-03-14,11:52:48,Contract related,Y,Y,11.0,00:06:28,3.0,1,1,March
ID4140,Jim,2021-03-14,11:52:48,Admin Support,Y,Y,110.0,00:00:49,3.0,1,1,March
ID4141,Dan,2021-03-14,13:00:29,Payment related,Y,Y,119.0,00:02:17,1.0,1,1,March
ID4142,Jim,2021-03-14,13:00:29,Contract related,Y,Y,38.0,00:01:27,4.0,1,1,March
ID4143,Joe,2021-03-14,13:09:07,Payment related,Y,Y,40.0,00:05:08,4.0,1,1,March
ID4144,Dan,2021-03-14,13:09:07,Streaming,Y,Y,19.0,00:04:26,5.0,1,1,March
ID4145,Dan,2021-03-14,13:16:19,Technical Support,N,N,,,,0,0,March
ID4146,Martha,2021-03-14,13:16:19,Payment related,Y,Y,63.0,00:05:45,3.0,1,1,March
ID4147,Jim,2021-03-14,13:24:58,Technical Support,Y,Y,33.0,00:03:10,5.0,1,1,March
ID4148,Becky,2021-03-14,13:24:58,Technical Support,N,N,,,,0,0,March
ID4149,Jim,2021-03-14,13:40:48,Admin Support,Y,N,26.0,00:05:08,5.0,1,0,March
ID4150,Jim,2021-03-14,13:40:48,Streaming,N,N,,,,0,0,March
ID4151,Diane,2021-03-14,13:46:34,Contract related,N,N,,,,0,0,March
ID4152,Jim,2021-03-14,13:46:34,Admin Support,Y,Y,81.0,00:03:31,5.0,1,1,March
ID4153,Martha,2021-03-14,14:03:50,Technical Support,Y,Y,65.0,00:06:28,3.0,1,1,March
ID4154,Jim,2021-03-14,14:03:50,Admin Support,Y,Y,84.0,00:04:14,3.0,1,1,March
ID4155,Jim,2021-03-14,14:25:26,Admin Support,Y,Y,42.0,00:04:52,1.0,1,1,March
ID4156,Dan,2021-03-14,14:25:26,Admin Support,N,N,,,,0,0,March
ID4157,Becky,2021-03-14,14:39:50,Admin Support,N,N,,,,0,0,March
ID4158,Martha,2021-03-14,14:39:50,Streaming,Y,Y,123.0,00:03:38,2.0,1,1,March
ID4159,Greg,2021-03-14,15:17:17,Contract related,Y,Y,65.0,00:06:37,4.0,1,1,March
ID4160,Diane,2021-03-14,15:17:17,Contract related,Y,Y,33.0,00:05:43,5.0,1,1,March
ID4161,Diane,2021-03-14,15:27:22,Payment related,Y,Y,117.0,00:04:04,3.0,1,1,March
ID4162,Diane,2021-03-14,15:27:22,Streaming,Y,Y,122.0,00:01:36,3.0,1,1,March
ID4163,Jim,2021-03-14,15:43:12,Technical Support,Y,Y,21.0,00:05:25,4.0,1,1,March
ID4164,Dan,2021-03-14,15:43:12,Streaming,Y,N,48.0,00:04:16,4.0,1,0,March
ID4165,Greg,2021-03-14,16:36:29,Contract related,N,N,,,,0,0,March
ID4166,Diane,2021-03-14,16:36:29,Technical Support,Y,Y,98.0,00:02:57,1.0,1,1,March
ID4167,Dan,2021-03-14,16:36:29,Streaming,Y,Y,95.0,00:02:31,4.0,1,1,March
ID4168,Dan,2021-03-14,16:36:29,Contract related,Y,Y,28.0,00:06:48,3.0,1,1,March
ID4169,Joe,2021-03-14,17:57:07,Admin Support,N,N,,,,0,0,March
ID4170,Dan,2021-03-14,17:57:07,Streaming,N,N,,,,0,0,March
ID4171,Dan,2021-03-15,09:08:38,Admin Support,N,N,,,,0,0,March
ID4172,Greg,2021-03-15,09:08:38,Streaming,Y,Y,40.0,00:04:52,3.0,1,1,March
ID4173,Martha,2021-03-15,09:30:14,Streaming,Y,Y,13.0,00:03:43,2.0,1,1,March
ID4174,Becky,2021-03-15,09:30:14,Streaming,Y,Y,71.0,00:01:19,5.0,1,1,March
ID4175,Martha,2021-03-15,09:44:38,Technical Support,Y,Y,106.0,00:00:46,4.0,1,1,March
ID4176,Dan,2021-03-15,09:44:38,Streaming,Y,N,94.0,00:03:31,4.0,1,0,March
ID4177,Greg,2021-03-15,10:00:29,Payment related,Y,Y,74.0,00:03:59,5.0,1,1,March
ID4178,Dan,2021-03-15,10:00:29,Contract related,Y,Y,34.0,00:00:38,4.0,1,1,March
ID4179,Jim,2021-03-15,10:09:07,Admin Support,Y,Y,38.0,00:02:06,2.0,1,1,March
ID4180,Jim,2021-03-15,10:09:07,Technical Support,Y,Y,31.0,00:02:53,4.0,1,1,March
ID4181,Martha,2021-03-15,10:13:26,Contract related,Y,Y,13.0,00:03:05,3.0,1,1,March
ID4182,Stewart,2021-03-15,10:13:26,Technical Support,Y,Y,79.0,00:01:48,3.0,1,1,March
ID4183,Stewart,2021-03-15,11:06:43,Contract related,Y,Y,49.0,00:05:00,2.0,1,1,March
ID4184,Stewart,2021-03-15,11:06:43,Technical Support,Y,Y,89.0,00:03:59,1.0,1,1,March
ID4185,Jim,2021-03-15,11:09:36,Streaming,Y,Y,37.0,00:04:57,5.0,1,1,March
ID4186,Becky,2021-03-15,11:09:36,Streaming,N,N,,,,0,0,March
ID4187,Jim,2021-03-15,11:58:34,Contract related,N,N,,,,0,0,March
ID4188,Diane,2021-03-15,11:58:34,Admin Support,Y,Y,51.0,00:02:22,3.0,1,1,March
ID4189,Greg,2021-03-15,12:10:05,Payment related,Y,Y,49.0,00:02:11,1.0,1,1,March
ID4190,Jim,2021-03-15,12:10:05,Payment related,N,N,,,,0,0,March
ID4191,Becky,2021-03-15,12:28:48,Admin Support,Y,Y,14.0,00:05:44,4.0,1,1,March
ID4192,Joe,2021-03-15,12:28:48,Payment related,Y,Y,91.0,00:04:47,3.0,1,1,March
ID4193,Becky,2021-03-15,13:07:41,Contract related,N,N,,,,0,0,March
ID4194,Greg,2021-03-15,13:07:41,Admin Support,Y,Y,111.0,00:03:08,3.0,1,1,March
ID4195,Martha,2021-03-15,13:33:36,Contract related,Y,Y,80.0,00:04:46,5.0,1,1,March
ID4196,Dan,2021-03-15,13:33:36,Admin Support,Y,Y,119.0,00:01:54,3.0,1,1,March
ID4197,Jim,2021-03-15,13:52:19,Contract related,Y,Y,68.0,00:03:17,3.0,1,1,March
ID4198,Stewart,2021-03-15,13:52:19,Payment related,N,N,,,,0,0,March
ID4199,Jim,2021-03-15,14:09:36,Contract related,Y,Y,109.0,00:02:25,3.0,1,1,March
ID4200,Stewart,2021-03-15,14:09:36,Streaming,Y,Y,24.0,00:06:56,4.0,1,1,March
ID4201,Diane,2021-03-15,14:26:53,Technical Support,Y,Y,55.0,00:02:25,5.0,1,1,March
ID4202,Dan,2021-03-15,14:26:53,Admin Support,Y,Y,92.0,00:04:14,5.0,1,1,March
ID4203,Martha,2021-03-15,15:51:50,Technical Support,Y,Y,106.0,00:03:22,3.0,1,1,March
ID4204,Diane,2021-03-15,15:51:50,Admin Support,Y,Y,28.0,00:01:25,3.0,1,1,March
ID4205,Becky,2021-03-15,16:04:48,Payment related,Y,Y,28.0,00:02:32,5.0,1,1,March
ID4206,Dan,2021-03-15,16:04:48,Contract related,Y,N,40.0,00:05:57,2.0,1,0,March
ID4207,Greg,2021-03-15,16:27:50,Technical Support,Y,Y,12.0,00:06:45,5.0,1,1,March
ID4208,Joe,2021-03-15,16:27:50,Streaming,Y,Y,61.0,00:02:29,5.0,1,1,March
ID4209,Becky,2021-03-15,17:05:17,Streaming,Y,Y,92.0,00:01:24,1.0,1,1,March
ID4210,Jim,2021-03-15,17:05:17,Technical Support,N,N,,,,0,0,March
ID4211,Greg,2021-03-15,17:11:02,Payment related,N,N,,,,0,0,March
ID4212,Greg,2021-03-15,17:11:02,Admin Support,Y,Y,43.0,00:00:36,3.0,1,1,March
ID4213,Joe,2021-03-15,17:18:14,Admin Support,Y,Y,46.0,00:03:53,5.0,1,1,March
ID4214,Dan,2021-03-15,17:18:14,Technical Support,Y,Y,51.0,00:06:02,4.0,1,1,March
ID4215,Diane,2021-03-15,17:28:19,Contract related,Y,Y,13.0,00:01:14,3.0,1,1,March
ID4216,Diane,2021-03-15,17:28:19,Payment related,Y,N,19.0,00:01:44,5.0,1,0,March
ID4217,Becky,2021-03-15,17:32:38,Admin Support,Y,Y,30.0,00:03:29,3.0,1,1,March
ID4218,Dan,2021-03-15,17:32:38,Technical Support,Y,Y,122.0,00:06:34,3.0,1,1,March
ID4219,Greg,2021-03-15,17:47:02,Admin Support,Y,Y,83.0,00:03:41,2.0,1,1,March
ID4220,Jim,2021-03-15,17:47:02,Technical Support,N,N,,,,0,0,March
ID4221,Joe,2021-03-16,09:11:31,Technical Support,Y,Y,125.0,00:01:15,4.0,1,1,March
ID4222,Joe,2021-03-16,09:11:31,Admin Support,Y,Y,80.0,00:01:09,2.0,1,1,March
ID4223,Stewart,2021-03-16,09:46:05,Streaming,Y,Y,112.0,00:05:47,2.0,1,1,March
ID4224,Greg,2021-03-16,09:46:05,Streaming,Y,Y,113.0,00:03:26,5.0,1,1,March
ID4225,Dan,2021-03-16,10:09:07,Admin Support,Y,Y,95.0,00:04:00,4.0,1,1,March
ID4226,Joe,2021-03-16,10:09:07,Streaming,Y,Y,40.0,00:03:15,3.0,1,1,March
ID4227,Dan,2021-03-16,10:10:34,Streaming,Y,Y,106.0,00:06:52,3.0,1,1,March
ID4228,Greg,2021-03-16,10:10:34,Payment related,Y,Y,38.0,00:03:33,3.0,1,1,March
ID4229,Martha,2021-03-16,10:23:31,Contract related,N,N,,,,0,0,March
ID4230,Greg,2021-03-16,10:23:31,Streaming,Y,Y,61.0,00:04:00,3.0,1,1,March
ID4231,Dan,2021-03-16,10:23:31,Admin Support,N,N,,,,0,0,March
ID4232,Joe,2021-03-16,10:23:31,Streaming,N,N,,,,0,0,March
ID4233,Martha,2021-03-16,10:35:02,Streaming,N,N,,,,0,0,March
ID4234,Jim,2021-03-16,10:35:02,Admin Support,Y,Y,70.0,00:04:11,1.0,1,1,March
ID4235,Becky,2021-03-16,11:12:29,Technical Support,N,N,,,,0,0,March
ID4236,Dan,2021-03-16,11:12:29,Streaming,N,N,,,,0,0,March
ID4237,Stewart,2021-03-16,11:44:10,Technical Support,Y,Y,56.0,00:05:36,4.0,1,1,March
ID4238,Stewart,2021-03-16,11:44:10,Streaming,Y,Y,26.0,00:06:11,4.0,1,1,March
ID4239,Diane,2021-03-16,12:21:36,Technical Support,Y,Y,11.0,00:03:06,4.0,1,1,March
ID4240,Greg,2021-03-16,12:21:36,Payment related,Y,Y,22.0,00:06:31,1.0,1,1,March
ID4241,Jim,2021-03-16,12:43:12,Streaming,Y,Y,33.0,00:06:40,3.0,1,1,March
ID4242,Stewart,2021-03-16,12:43:12,Streaming,Y,Y,58.0,00:01:06,4.0,1,1,March
ID4243,Greg,2021-03-16,12:48:58,Contract related,Y,Y,72.0,00:05:47,3.0,1,1,March
ID4244,Greg,2021-03-16,12:48:58,Payment related,Y,Y,63.0,00:05:27,5.0,1,1,March
ID4245,Diane,2021-03-16,13:04:48,Streaming,Y,Y,52.0,00:03:32,4.0,1,1,March
ID4246,Joe,2021-03-16,13:04:48,Streaming,N,N,,,,0,0,March
ID4247,Stewart,2021-03-16,13:16:19,Technical Support,Y,Y,106.0,00:05:31,5.0,1,1,March
ID4248,Diane,2021-03-16,13:16:19,Admin Support,Y,Y,26.0,00:06:34,3.0,1,1,March
ID4249,Diane,2021-03-16,13:29:17,Payment related,Y,Y,76.0,00:03:29,5.0,1,1,March
ID4250,Stewart,2021-03-16,13:29:17,Technical Support,Y,Y,45.0,00:06:29,5.0,1,1,March
ID4251,Martha,2021-03-16,13:32:10,Contract related,N,N,,,,0,0,March
ID4252,Dan,2021-03-16,13:32:10,Payment related,Y,Y,61.0,00:01:30,3.0,1,1,March
ID4253,Greg,2021-03-16,13:56:38,Technical Support,N,N,,,,0,0,March
ID4254,Dan,2021-03-16,13:56:38,Contract related,Y,N,38.0,00:04:55,2.0,1,0,March
ID4255,Jim,2021-03-16,14:09:36,Contract related,Y,Y,19.0,00:02:13,4.0,1,1,March
ID4256,Joe,2021-03-16,14:09:36,Streaming,Y,Y,15.0,00:03:03,4.0,1,1,March
ID4257,Becky,2021-03-16,14:13:55,Streaming,Y,Y,90.0,00:04:55,3.0,1,1,March
ID4258,Stewart,2021-03-16,14:13:55,Admin Support,Y,Y,99.0,00:01:04,3.0,1,1,March
ID4259,Becky,2021-03-16,14:13:55,Contract related,Y,Y,18.0,00:01:56,5.0,1,1,March
ID4260,Jim,2021-03-16,14:13:55,Payment related,Y,Y,65.0,00:02:35,4.0,1,1,March
ID4261,Martha,2021-03-16,14:25:26,Admin Support,Y,Y,91.0,00:05:37,4.0,1,1,March
ID4262,Jim,2021-03-16,14:25:26,Streaming,Y,Y,95.0,00:02:04,4.0,1,1,March
ID4263,Jim,2021-03-16,14:34:05,Streaming,Y,Y,87.0,00:04:44,4.0,1,1,March
ID4264,Dan,2021-03-16,14:34:05,Payment related,Y,Y,71.0,00:06:01,3.0,1,1,March
ID4265,Jim,2021-03-16,15:21:36,Admin Support,Y,Y,74.0,00:03:04,5.0,1,1,March
ID4266,Jim,2021-03-16,15:21:36,Technical Support,Y,Y,28.0,00:05:05,4.0,1,1,March
ID4267,Joe,2021-03-16,15:40:19,Contract related,Y,Y,101.0,00:02:53,3.0,1,1,March
ID4268,Martha,2021-03-16,15:40:19,Contract related,N,N,,,,0,0,March
ID4269,Martha,2021-03-16,15:43:12,Payment related,Y,Y,90.0,00:04:48,3.0,1,1,March
ID4270,Joe,2021-03-16,15:43:12,Contract related,Y,Y,76.0,00:04:56,5.0,1,1,March
ID4271,Diane,2021-03-16,16:00:29,Payment related,N,N,,,,0,0,March
ID4272,Joe,2021-03-16,16:00:29,Contract related,Y,N,20.0,00:01:19,5.0,1,0,March
ID4273,Becky,2021-03-16,16:13:26,Contract related,Y,N,26.0,00:06:19,3.0,1,0,March
ID4274,Stewart,2021-03-16,16:13:26,Contract related,Y,Y,53.0,00:01:12,3.0,1,1,March
ID4275,Greg,2021-03-16,16:36:29,Contract related,Y,Y,26.0,00:02:57,4.0,1,1,March
ID4276,Joe,2021-03-16,16:36:29,Payment related,Y,Y,66.0,00:03:42,3.0,1,1,March
ID4277,Dan,2021-03-16,17:09:36,Payment related,Y,N,105.0,00:05:32,4.0,1,0,March
ID4278,Diane,2021-03-16,17:09:36,Admin Support,Y,Y,111.0,00:01:13,3.0,1,1,March
ID4279,Martha,2021-03-16,17:49:55,Contract related,Y,Y,26.0,00:06:30,1.0,1,1,March
ID4280,Jim,2021-03-16,17:49:55,Contract related,N,N,,,,0,0,March
ID4281,Stewart,2021-03-17,09:05:46,Payment related,Y,N,50.0,00:02:52,4.0,1,0,March
ID4282,Dan,2021-03-17,09:05:46,Streaming,Y,Y,57.0,00:06:06,5.0,1,1,March
ID4283,Jim,2021-03-17,09:43:12,Technical Support,Y,Y,26.0,00:01:19,5.0,1,1,March
ID4284,Greg,2021-03-17,09:43:12,Admin Support,Y,Y,104.0,00:06:58,1.0,1,1,March
ID4285,Becky,2021-03-17,10:59:31,Technical Support,Y,Y,93.0,00:05:21,1.0,1,1,March
ID4286,Jim,2021-03-17,10:59:31,Technical Support,Y,Y,108.0,00:02:05,3.0,1,1,March
ID4287,Martha,2021-03-17,11:25:26,Streaming,Y,Y,42.0,00:02:22,5.0,1,1,March
ID4288,Martha,2021-03-17,11:25:26,Technical Support,N,N,,,,0,0,March
ID4289,Jim,2021-03-17,11:44:10,Admin Support,Y,Y,94.0,00:05:17,5.0,1,1,March
ID4290,Dan,2021-03-17,11:44:10,Contract related,Y,Y,74.0,00:03:05,3.0,1,1,March
ID4291,Diane,2021-03-17,12:43:12,Contract related,Y,Y,117.0,00:02:21,5.0,1,1,March
ID4292,Dan,2021-03-17,12:43:12,Admin Support,N,N,,,,0,0,March
ID4293,Martha,2021-03-17,13:01:55,Payment related,Y,Y,49.0,00:00:54,1.0,1,1,March
ID4294,Diane,2021-03-17,13:01:55,Streaming,Y,Y,23.0,00:04:40,3.0,1,1,March
ID4295,Joe,2021-03-17,13:24:58,Streaming,N,N,,,,0,0,March
ID4296,Martha,2021-03-17,13:24:58,Streaming,Y,Y,84.0,00:02:16,5.0,1,1,March
ID4297,Martha,2021-03-17,13:58:05,Payment related,Y,Y,69.0,00:01:19,1.0,1,1,March
ID4298,Diane,2021-03-17,13:58:05,Technical Support,Y,Y,25.0,00:04:44,3.0,1,1,March
ID4299,Becky,2021-03-17,14:00:58,Payment related,N,N,,,,0,0,March
ID4300,Martha,2021-03-17,14:00:58,Technical Support,N,N,,,,0,0,March
ID4301,Greg,2021-03-17,14:19:41,Payment related,Y,Y,34.0,00:04:33,4.0,1,1,March
ID4302,Joe,2021-03-17,14:19:41,Streaming,Y,N,45.0,00:03:45,1.0,1,0,March
ID4303,Martha,2021-03-17,14:21:07,Streaming,N,N,,,,0,0,March
ID4304,Dan,2021-03-17,14:21:07,Payment related,Y,Y,29.0,00:01:50,5.0,1,1,March
ID4305,Jim,2021-03-17,15:17:17,Technical Support,Y,Y,26.0,00:03:15,4.0,1,1,March
ID4306,Diane,2021-03-17,15:17:17,Streaming,Y,Y,115.0,00:04:28,4.0,1,1,March
ID4307,Martha,2021-03-17,15:47:31,Payment related,Y,Y,78.0,00:04:08,3.0,1,1,March
ID4308,Jim,2021-03-17,15:47:31,Streaming,Y,N,41.0,00:04:11,3.0,1,0,March
ID4309,Diane,2021-03-17,16:20:38,Contract related,Y,Y,21.0,00:02:26,5.0,1,1,March
ID4310,Dan,2021-03-17,16:20:38,Streaming,N,N,,,,0,0,March
ID4311,Martha,2021-03-17,16:22:05,Streaming,Y,Y,47.0,00:04:30,5.0,1,1,March
ID4312,Jim,2021-03-17,16:22:05,Payment related,Y,N,98.0,00:05:59,2.0,1,0,March
ID4313,Joe,2021-03-17,16:42:14,Contract related,N,N,,,,0,0,March
ID4314,Martha,2021-03-17,16:42:14,Payment related,Y,Y,51.0,00:04:34,4.0,1,1,March
ID4315,Becky,2021-03-17,16:46:34,Streaming,Y,Y,70.0,00:05:35,4.0,1,1,March
ID4316,Diane,2021-03-17,16:46:34,Contract related,Y,Y,58.0,00:06:20,2.0,1,1,March
ID4317,Jim,2021-03-17,16:52:19,Technical Support,N,N,,,,0,0,March
ID4318,Greg,2021-03-17,16:52:19,Admin Support,N,N,,,,0,0,March
ID4319,Greg,2021-03-17,17:12:29,Streaming,Y,Y,39.0,00:03:54,5.0,1,1,March
ID4320,Joe,2021-03-17,17:12:29,Payment related,Y,Y,55.0,00:03:25,1.0,1,1,March
ID4321,Diane,2021-03-17,17:13:55,Contract related,Y,Y,80.0,00:03:05,3.0,1,1,March
ID4322,Dan,2021-03-17,17:13:55,Payment related,Y,Y,68.0,00:03:29,4.0,1,1,March
ID4323,Diane,2021-03-17,17:24:00,Technical Support,Y,Y,96.0,00:02:14,3.0,1,1,March
ID4324,Greg,2021-03-17,17:24:00,Payment related,Y,Y,32.0,00:03:48,3.0,1,1,March
ID4325,Stewart,2021-03-17,17:26:53,Admin Support,N,N,,,,0,0,March
ID4326,Diane,2021-03-17,17:26:53,Streaming,Y,Y,90.0,00:01:53,3.0,1,1,March
ID4327,Dan,2021-03-17,17:48:29,Streaming,Y,Y,108.0,00:03:15,4.0,1,1,March
ID4328,Stewart,2021-03-17,17:48:29,Technical Support,Y,N,120.0,00:05:34,4.0,1,0,March
ID4329,Dan,2021-03-17,18:00:00,Contract related,Y,Y,21.0,00:04:39,5.0,1,1,March
ID4330,Greg,2021-03-17,18:00:00,Contract related,N,N,,,,0,0,March
ID4331,Martha,2021-03-18,09:14:24,Payment related,Y,N,59.0,00:02:47,4.0,1,0,March
ID4332,Stewart,2021-03-18,09:14:24,Admin Support,Y,Y,14.0,00:05:22,3.0,1,1,March
ID4333,Joe,2021-03-18,09:21:36,Contract related,N,N,,,,0,0,March
ID4334,Stewart,2021-03-18,09:21:36,Streaming,Y,Y,57.0,00:00:44,3.0,1,1,March
ID4335,Dan,2021-03-18,10:32:10,Streaming,Y,Y,123.0,00:04:04,3.0,1,1,March
ID4336,Dan,2021-03-18,10:32:10,Streaming,Y,Y,71.0,00:05:41,3.0,1,1,March
ID4337,Stewart,2021-03-18,10:56:38,Contract related,Y,N,71.0,00:04:16,3.0,1,0,March
ID4338,Martha,2021-03-18,10:56:38,Technical Support,Y,Y,41.0,00:06:22,3.0,1,1,March
ID4339,Dan,2021-03-18,11:38:24,Contract related,N,N,,,,0,0,March
ID4340,Martha,2021-03-18,11:38:24,Technical Support,Y,Y,80.0,00:05:43,4.0,1,1,March
ID4341,Stewart,2021-03-18,12:02:53,Payment related,N,N,,,,0,0,March
ID4342,Greg,2021-03-18,12:02:53,Payment related,Y,Y,57.0,00:01:12,2.0,1,1,March
ID4343,Stewart,2021-03-18,12:30:14,Streaming,Y,Y,17.0,00:02:39,3.0,1,1,March
ID4344,Martha,2021-03-18,12:30:14,Admin Support,Y,Y,93.0,00:04:47,5.0,1,1,March
ID4345,Greg,2021-03-18,12:51:50,Payment related,Y,Y,13.0,00:00:43,3.0,1,1,March
ID4346,Stewart,2021-03-18,12:51:50,Payment related,Y,Y,64.0,00:01:42,4.0,1,1,March
ID4347,Stewart,2021-03-18,13:36:29,Technical Support,Y,Y,98.0,00:01:50,5.0,1,1,March
ID4348,Greg,2021-03-18,13:36:29,Technical Support,Y,N,83.0,00:02:28,2.0,1,0,March
ID4349,Martha,2021-03-18,13:49:26,Streaming,Y,N,116.0,00:06:18,5.0,1,0,March
ID4350,Becky,2021-03-18,13:49:26,Streaming,Y,Y,104.0,00:00:46,2.0,1,1,March
ID4351,Martha,2021-03-18,14:02:24,Streaming,Y,Y,83.0,00:05:34,5.0,1,1,March
ID4352,Martha,2021-03-18,14:02:24,Admin Support,Y,Y,26.0,00:06:48,4.0,1,1,March
ID4353,Diane,2021-03-18,14:25:26,Admin Support,Y,Y,47.0,00:00:36,2.0,1,1,March
ID4354,Jim,2021-03-18,14:25:26,Contract related,N,N,,,,0,0,March
ID4355,Dan,2021-03-18,14:41:17,Admin Support,N,N,,,,0,0,March
ID4356,Joe,2021-03-18,14:41:17,Technical Support,Y,N,34.0,00:03:07,4.0,1,0,March
ID4357,Becky,2021-03-18,14:52:48,Technical Support,Y,Y,65.0,00:03:42,5.0,1,1,March
ID4358,Diane,2021-03-18,14:52:48,Streaming,Y,Y,54.0,00:06:19,3.0,1,1,March
ID4359,Joe,2021-03-18,14:52:48,Technical Support,Y,Y,108.0,00:05:15,4.0,1,1,March
